,Thermostat,LightSensor,LightA,LightB,AC,Window
6190,46,9,OFF,OFF,ON,Closed
6191,45,8,OFF,OFF,ON,Closed
6192,44,7,OFF,OFF,ON,Closed
6193,44,6,OFF,OFF,ON,Closed
6194,45,7,OFF,OFF,ON,Closed
6195,44,8,OFF,OFF,ON,Closed
6196,44,9,OFF,OFF,ON,Closed
6197,44,10,OFF,OFF,ON,Closed
6198,45,10,OFF,OFF,ON,Closed
6199,45,10,OFF,OFF,ON,Closed
6200,46,9,OFF,OFF,ON,Closed
6201,47,8,OFF,OFF,ON,Closed
6202,47,8,OFF,OFF,ON,Closed
6203,46,8,OFF,OFF,ON,Closed
6204,47,7,OFF,OFF,ON,Closed
6205,47,7,OFF,OFF,ON,Closed
6206,48,7,OFF,OFF,ON,Closed
6207,47,8,OFF,OFF,ON,Closed
6208,47,9,OFF,OFF,ON,Closed
6209,48,8,OFF,OFF,ON,Closed
6210,48,8,OFF,OFF,ON,Closed
6211,47,9,OFF,OFF,ON,Closed
6212,47,9,OFF,OFF,ON,Closed
6213,46,9,OFF,OFF,ON,Closed
6214,46,9,OFF,OFF,ON,Closed
6215,46,8,OFF,OFF,ON,Closed
6216,45,8,OFF,OFF,ON,Closed
6217,44,8,OFF,OFF,ON,Closed
6218,44,7,OFF,OFF,ON,Closed
6219,44,8,OFF,OFF,ON,Closed
6220,45,9,OFF,OFF,ON,Closed
6221,46,8,OFF,OFF,ON,Closed
6222,46,9,OFF,OFF,ON,Closed
6223,45,8,OFF,OFF,ON,Closed
6224,46,8,OFF,OFF,ON,Closed
6225,45,7,OFF,OFF,ON,Closed
6226,45,7,OFF,OFF,ON,Closed
6227,44,6,OFF,OFF,ON,Closed
6228,44,5,OFF,OFF,ON,Closed
6229,44,4,OFF,OFF,ON,Closed
6230,44,3,OFF,OFF,ON,Closed
6231,45,4,OFF,OFF,ON,Closed
6232,44,5,OFF,OFF,ON,Closed
6233,45,4,OFF,OFF,ON,Closed
6234,46,4,OFF,OFF,ON,Closed
6235,47,3,OFF,OFF,ON,Closed
6236,48,3,OFF,OFF,ON,Closed
6237,47,4,OFF,OFF,ON,Closed
6238,47,5,OFF,OFF,ON,Closed
6239,47,6,OFF,OFF,ON,Closed
6240,48,7,OFF,OFF,ON,Closed
6241,48,7,OFF,OFF,ON,Closed
6242,47,6,OFF,OFF,ON,Closed
6243,46,6,OFF,OFF,ON,Closed
6244,45,5,OFF,OFF,ON,Closed
6245,46,6,OFF,OFF,ON,Closed
6246,47,5,OFF,OFF,ON,Closed
6247,48,6,OFF,OFF,ON,Closed
6248,49,5,OFF,OFF,ON,Closed
6249,49,4,OFF,OFF,ON,Closed
6250,50,3,OFF,OFF,ON,Closed
6251,49,4,OFF,OFF,ON,Closed
6252,50,3,OFF,OFF,ON,Closed
6253,49,4,OFF,OFF,ON,Closed
6254,48,4,OFF,OFF,ON,Closed
6255,48,4,OFF,OFF,ON,Closed
6256,48,4,OFF,OFF,ON,Closed
6257,47,5,OFF,OFF,ON,Closed
6258,48,5,OFF,OFF,ON,Closed
6259,49,6,OFF,OFF,ON,Closed
6260,49,6,OFF,OFF,ON,Closed
6261,49,6,OFF,OFF,ON,Closed
6262,50,7,OFF,OFF,ON,Closed
6263,50,7,OFF,OFF,ON,Closed
6264,49,8,OFF,OFF,ON,Closed
6265,50,8,OFF,OFF,ON,Closed
6266,50,9,OFF,OFF,ON,Closed
6267,51,9,OFF,OFF,ON,Closed
6268,52,9,OFF,OFF,ON,Closed
6269,52,8,OFF,OFF,ON,Closed
6270,51,7,OFF,OFF,ON,Closed
6271,50,8,OFF,OFF,ON,Closed
6272,51,7,ON,OFF,ON,Closed
6273,51,8,ON,OFF,ON,Closed
6274,51,8,ON,OFF,ON,Closed
6275,51,7,ON,OFF,ON,Closed
6276,50,8,ON,OFF,ON,Closed
6277,51,8,ON,OFF,ON,Closed
6278,51,8,ON,OFF,ON,Closed
6279,50,7,ON,OFF,ON,Closed
6280,50,7,ON,OFF,ON,Closed
6281,50,7,ON,OFF,ON,Closed
6282,51,8,ON,OFF,ON,Closed
6283,51,9,OFF,OFF,ON,Closed
6284,52,9,OFF,OFF,ON,Closed
6285,51,8,OFF,OFF,ON,Closed
6286,52,9,OFF,OFF,ON,Closed
6287,52,8,OFF,OFF,ON,Closed
6288,52,9,OFF,OFF,ON,Closed
6289,52,10,OFF,OFF,ON,Closed
6290,53,8,OFF,OFF,ON,Closed
6291,54,7,OFF,OFF,ON,Closed
6292,55,6,OFF,OFF,ON,Closed
6293,54,5,OFF,OFF,ON,Closed
6294,53,5,OFF,OFF,ON,Closed
6295,52,4,OFF,OFF,ON,Closed
6296,52,5,OFF,OFF,ON,Closed
6297,52,4,OFF,OFF,ON,Closed
6298,52,4,OFF,OFF,ON,Closed
6299,52,4,OFF,OFF,ON,Closed
6300,53,4,OFF,OFF,ON,Closed
6301,53,4,OFF,OFF,ON,Closed
6302,52,4,OFF,OFF,ON,Closed
6303,52,5,OFF,OFF,ON,Closed
6304,51,4,OFF,OFF,ON,Closed
6305,50,3,OFF,OFF,ON,Closed
6306,50,4,OFF,OFF,ON,Closed
6307,49,4,OFF,OFF,ON,Closed
6308,48,4,OFF,OFF,ON,Closed
6309,47,4,OFF,OFF,ON,Closed
6310,47,3,OFF,OFF,ON,Closed
6311,46,4,OFF,OFF,ON,Closed
6312,47,4,OFF,OFF,ON,Closed
6313,46,3,OFF,OFF,ON,Closed
6314,45,2,OFF,OFF,ON,Closed
6315,44,3,OFF,OFF,ON,Closed
6316,45,3,OFF,OFF,ON,Closed
6317,46,4,OFF,OFF,ON,Closed
6318,46,4,OFF,OFF,ON,Closed
6319,46,4,OFF,OFF,ON,Closed
6320,46,4,OFF,OFF,ON,Closed
6321,46,5,OFF,OFF,ON,Closed
6322,46,4,OFF,OFF,ON,Closed
6323,46,4,OFF,OFF,ON,Closed
6324,46,3,OFF,OFF,ON,Closed
6325,47,2,OFF,OFF,ON,Closed
6326,46,2,OFF,OFF,ON,Closed
6327,46,2,OFF,OFF,ON,Closed
6328,46,2,OFF,OFF,ON,Closed
6329,45,2,OFF,OFF,ON,Closed
6330,44,2,OFF,OFF,ON,Closed
6331,45,2,OFF,OFF,ON,Closed
6332,45,3,OFF,OFF,ON,Closed
6333,45,3,OFF,OFF,ON,Closed
6334,46,2,OFF,OFF,ON,Closed
6335,47,3,OFF,OFF,ON,Closed
6336,47,4,OFF,OFF,ON,Closed
6337,47,3,OFF,OFF,ON,Closed
6338,46,3,OFF,OFF,ON,Closed
6339,46,2,OFF,OFF,ON,Closed
6340,47,3,OFF,OFF,ON,Closed
6341,48,2,OFF,OFF,ON,Closed
6342,48,3,OFF,OFF,ON,Closed
6343,48,4,OFF,OFF,ON,Closed
6344,48,3,OFF,OFF,ON,Closed
6345,47,2,OFF,OFF,ON,Closed
6346,46,2,OFF,OFF,ON,Closed
6347,45,2,OFF,OFF,ON,Closed
6348,46,2,OFF,OFF,ON,Closed
6349,45,3,OFF,OFF,ON,Closed
6350,44,4,OFF,OFF,ON,Closed
6351,45,3,OFF,OFF,ON,Closed
6352,46,2,OFF,OFF,ON,Closed
6353,45,2,OFF,OFF,ON,Closed
6354,45,2,OFF,OFF,ON,Closed
6355,44,3,OFF,OFF,ON,Closed
6356,45,2,OFF,OFF,ON,Closed
6357,45,3,OFF,OFF,ON,Closed
6358,45,2,OFF,OFF,ON,Closed
6359,46,3,OFF,OFF,ON,Closed
6360,46,4,OFF,OFF,ON,Closed
6361,47,4,OFF,OFF,ON,Closed
6362,47,4,OFF,OFF,ON,Closed
6363,46,4,ON,ON,ON,Closed
6364,45,5,ON,ON,ON,Closed
6365,45,6,ON,ON,ON,Closed
6366,44,5,ON,ON,ON,Closed
6367,44,4,ON,ON,ON,Closed
6368,45,5,ON,ON,ON,Closed
6369,44,6,ON,ON,ON,Closed
6370,44,5,ON,ON,ON,Closed
6371,44,6,ON,ON,ON,Closed
6372,45,7,ON,ON,ON,Closed
6373,46,7,ON,ON,ON,Closed
6374,46,6,ON,ON,ON,Closed
6375,46,6,ON,ON,ON,Closed
6376,45,7,ON,ON,ON,Closed
6377,45,6,ON,ON,ON,Closed
6378,45,7,ON,ON,ON,Closed
6379,46,6,ON,ON,ON,Closed
6380,46,6,ON,ON,ON,Closed
6381,45,7,ON,ON,ON,Closed
6382,44,8,ON,ON,ON,Closed
6383,44,8,ON,ON,ON,Closed
6384,44,9,ON,ON,ON,Closed
6385,45,9,OFF,OFF,ON,Closed
6386,44,8,OFF,OFF,ON,Closed
6387,45,8,OFF,OFF,ON,Closed
6388,46,8,OFF,OFF,ON,Closed
6389,46,8,OFF,OFF,ON,Closed
6390,46,7,OFF,OFF,ON,Closed
6391,46,6,OFF,OFF,ON,Closed
6392,45,7,OFF,OFF,ON,Closed
6393,46,6,OFF,OFF,ON,Closed
6394,47,6,OFF,OFF,ON,Closed
6395,46,7,OFF,OFF,ON,Closed
6396,46,6,OFF,OFF,ON,Closed
6397,47,5,OFF,OFF,ON,Closed
6398,46,6,OFF,OFF,ON,Closed
6399,46,5,OFF,OFF,ON,Closed
6400,46,5,OFF,OFF,ON,Closed
6401,46,5,OFF,OFF,ON,Closed
6402,45,5,OFF,OFF,ON,Closed
6403,45,6,OFF,OFF,ON,Closed
6404,44,5,OFF,OFF,ON,Closed
6405,44,4,OFF,OFF,ON,Closed
6406,44,5,OFF,OFF,ON,Closed
6407,44,5,OFF,OFF,ON,Closed
6408,45,6,OFF,OFF,ON,Closed
6409,45,7,OFF,OFF,ON,Closed
6410,44,8,OFF,OFF,ON,Closed
6411,45,8,OFF,OFF,ON,Closed
6412,46,9,OFF,OFF,ON,Closed
6413,45,8,OFF,OFF,ON,Closed
6414,44,8,OFF,OFF,ON,Closed
6415,45,9,OFF,OFF,ON,Closed
6416,46,8,OFF,OFF,ON,Closed
6417,47,7,OFF,OFF,ON,Closed
6418,47,7,OFF,OFF,ON,Closed
6419,47,7,OFF,OFF,ON,Closed
6420,46,8,OFF,OFF,ON,Closed
6421,45,8,OFF,OFF,ON,Closed
6422,45,9,OFF,OFF,ON,Closed
6423,44,8,OFF,OFF,ON,Closed
6424,45,9,OFF,OFF,ON,Closed
6425,45,8,OFF,OFF,ON,Closed
6426,44,9,OFF,OFF,ON,Closed
6427,45,8,OFF,OFF,ON,Closed
6428,45,9,OFF,OFF,ON,Closed
6429,45,10,OFF,OFF,ON,Closed
6430,46,8,OFF,OFF,ON,Closed
6431,46,8,OFF,OFF,ON,Closed
6432,47,9,OFF,OFF,ON,Closed
6433,48,9,OFF,OFF,ON,Closed
6434,48,9,OFF,OFF,ON,Closed
6435,49,8,OFF,OFF,ON,Closed
6436,48,9,OFF,OFF,ON,Closed
6437,48,8,OFF,OFF,ON,Closed
6438,48,9,OFF,OFF,ON,Closed
6439,49,8,OFF,OFF,ON,Closed
6440,49,9,OFF,OFF,ON,Closed
6441,50,9,OFF,OFF,ON,Closed
6442,49,8,OFF,OFF,ON,Closed
6443,49,8,OFF,OFF,ON,Closed
6444,49,8,OFF,OFF,ON,Closed
6445,48,8,OFF,OFF,ON,Closed
6446,49,9,OFF,OFF,ON,Closed
6447,50,8,OFF,OFF,ON,Closed
6448,50,8,OFF,OFF,ON,Closed
6449,51,7,OFF,OFF,ON,Closed
6450,51,8,OFF,OFF,ON,Closed
6451,50,9,OFF,OFF,ON,Closed
6452,50,9,OFF,OFF,ON,Closed
6453,49,8,OFF,OFF,ON,Closed
6454,48,9,OFF,OFF,ON,Closed
6455,47,8,OFF,OFF,ON,Closed
6456,48,9,OFF,OFF,ON,Closed
6457,48,8,OFF,OFF,ON,Closed
6458,49,9,OFF,OFF,ON,Closed
6459,50,10,OFF,OFF,ON,Closed
6460,51,9,OFF,OFF,ON,Closed
6461,50,8,OFF,OFF,ON,Closed
6462,51,9,OFF,OFF,ON,Closed
6463,51,9,OFF,OFF,ON,Closed
6464,50,8,OFF,OFF,ON,Closed
6465,49,9,OFF,OFF,ON,Closed
6466,49,9,OFF,OFF,ON,Closed
6467,49,10,OFF,OFF,ON,Closed
6468,50,9,OFF,OFF,ON,Closed
6469,49,8,OFF,OFF,ON,Closed
6470,49,8,OFF,OFF,ON,Closed
6471,50,7,OFF,OFF,ON,Closed
6472,50,6,OFF,OFF,ON,Closed
6473,49,5,OFF,OFF,ON,Closed
6474,49,5,OFF,OFF,ON,Closed
6475,50,4,OFF,OFF,ON,Closed
6476,50,3,OFF,OFF,ON,Closed
6477,50,3,ON,ON,ON,Closed
6478,49,2,ON,ON,ON,Closed
6479,48,3,ON,ON,ON,Closed
6480,47,2,ON,ON,ON,Closed
6481,48,3,ON,ON,ON,Closed
6482,48,4,ON,ON,ON,Closed
6483,49,4,ON,ON,ON,Closed
6484,49,5,ON,ON,ON,Closed
6485,48,6,ON,ON,ON,Closed
6486,49,6,ON,ON,ON,Closed
6487,48,6,ON,ON,ON,Closed
6488,47,7,ON,ON,ON,Closed
6489,46,6,ON,ON,ON,Closed
6490,46,7,ON,ON,ON,Closed
6491,47,7,ON,ON,ON,Closed
6492,47,8,ON,ON,ON,Closed
6493,46,8,ON,ON,ON,Closed
6494,45,7,ON,ON,ON,Closed
6495,44,6,ON,ON,ON,Closed
6496,44,5,ON,ON,ON,Closed
6497,44,4,ON,ON,ON,Closed
6498,45,5,ON,ON,ON,Closed
6499,45,5,ON,ON,ON,Closed
6500,45,5,ON,ON,ON,Closed
6501,44,6,ON,ON,ON,Closed
6502,44,7,ON,ON,ON,Closed
6503,44,8,ON,ON,ON,Closed
6504,45,9,ON,ON,ON,Closed
6505,45,8,OFF,ON,ON,Closed
6506,45,8,OFF,ON,ON,Closed
6507,46,9,OFF,ON,ON,Closed
6508,45,8,OFF,ON,ON,Closed
6509,44,8,OFF,ON,ON,Closed
6510,45,9,OFF,ON,ON,Closed
6511,44,8,OFF,ON,ON,Closed
6512,44,8,OFF,ON,ON,Closed
6513,44,9,OFF,ON,ON,Closed
6514,45,8,OFF,ON,ON,Closed
6515,45,9,OFF,ON,ON,Closed
6516,45,8,OFF,ON,ON,Closed
6517,44,8,OFF,ON,ON,Closed
6518,44,9,OFF,ON,ON,Closed
6519,45,10,OFF,OFF,ON,Closed
6520,45,8,OFF,OFF,ON,Closed
6521,44,8,OFF,OFF,ON,Closed
6522,45,8,OFF,OFF,ON,Closed
6523,45,9,OFF,OFF,ON,Closed
6524,46,8,OFF,OFF,ON,Closed
6525,45,9,OFF,OFF,ON,Closed
6526,44,10,OFF,OFF,ON,Closed
6527,45,8,OFF,OFF,ON,Closed
6528,45,9,OFF,OFF,ON,Closed
6529,45,10,OFF,OFF,ON,Closed
6530,45,10,OFF,OFF,ON,Closed
6531,45,9,OFF,OFF,ON,Closed
6532,44,8,OFF,OFF,ON,Closed
6533,45,7,OFF,OFF,ON,Closed
6534,45,7,OFF,OFF,ON,Closed
6535,45,7,OFF,OFF,ON,Closed
6536,44,7,OFF,OFF,ON,Closed
6537,44,8,OFF,OFF,ON,Closed
6538,44,8,OFF,OFF,ON,Closed
6539,45,7,OFF,OFF,ON,Closed
6540,44,7,OFF,OFF,ON,Closed
6541,45,8,OFF,OFF,ON,Closed
6542,45,9,OFF,OFF,ON,Closed
6543,46,8,OFF,OFF,ON,Closed
6544,45,7,OFF,OFF,ON,Closed
6545,46,7,OFF,OFF,ON,Closed
6546,47,7,OFF,OFF,ON,Closed
6547,48,8,ON,ON,ON,Closed
6548,49,9,ON,ON,ON,Closed
6549,49,8,ON,ON,ON,Closed
6550,49,7,ON,ON,ON,Closed
6551,49,8,ON,ON,ON,Closed
6552,49,9,ON,ON,ON,Closed
6553,50,8,ON,ON,ON,Closed
6554,49,8,ON,ON,ON,Closed
6555,48,9,ON,ON,ON,Closed
6556,47,8,ON,ON,ON,Closed
6557,47,7,ON,ON,ON,Closed
6558,47,6,ON,ON,ON,Closed
6559,48,5,ON,ON,ON,Closed
6560,48,5,ON,ON,ON,Closed
6561,49,6,ON,ON,ON,Closed
6562,49,7,ON,ON,ON,Closed
6563,48,6,ON,ON,ON,Closed
6564,47,7,OFF,ON,ON,Closed
6565,48,6,OFF,ON,ON,Closed
6566,48,5,OFF,ON,ON,Closed
6567,48,6,OFF,ON,ON,Closed
6568,47,5,OFF,ON,ON,Closed
6569,48,4,OFF,ON,ON,Closed
6570,49,5,OFF,ON,ON,Closed
6571,48,5,OFF,ON,ON,Closed
6572,49,5,OFF,ON,ON,Closed
6573,49,5,OFF,ON,ON,Closed
6574,50,5,OFF,ON,ON,Closed
6575,50,6,OFF,ON,ON,Closed
6576,49,5,OFF,ON,ON,Closed
6577,50,6,OFF,ON,ON,Closed
6578,49,5,OFF,ON,ON,Closed
6579,49,4,OFF,ON,ON,Closed
6580,50,4,OFF,ON,ON,Closed
6581,51,5,OFF,ON,ON,Closed
6582,50,4,OFF,ON,ON,Closed
6583,51,3,OFF,ON,ON,Closed
6584,50,2,OFF,ON,ON,Closed
6585,51,2,OFF,ON,ON,Closed
6586,50,3,OFF,ON,ON,Closed
6587,49,4,ON,ON,ON,Closed
6588,48,3,ON,ON,ON,Closed
6589,47,3,ON,ON,ON,Closed
6590,48,4,ON,ON,ON,Closed
6591,47,5,ON,ON,ON,Closed
6592,46,6,ON,ON,ON,Closed
6593,45,5,ON,ON,ON,Closed
6594,44,6,ON,ON,ON,Closed
6595,44,6,ON,ON,ON,Closed
6596,44,6,ON,ON,ON,Closed
6597,45,7,ON,ON,ON,Closed
6598,44,7,ON,ON,ON,Closed
6599,44,8,ON,ON,ON,Closed
6600,44,9,ON,ON,ON,Closed
6601,44,9,OFF,OFF,ON,Closed
6602,44,8,OFF,OFF,ON,Closed
6603,45,9,OFF,OFF,ON,Closed
6604,44,9,OFF,OFF,ON,Closed
6605,45,8,OFF,OFF,ON,Closed
6606,46,7,OFF,OFF,ON,Closed
6607,46,8,OFF,OFF,ON,Closed
6608,45,7,OFF,OFF,ON,Closed
6609,44,8,OFF,OFF,ON,Closed
6610,45,9,OFF,OFF,ON,Closed
6611,44,8,OFF,OFF,ON,Closed
6612,44,7,OFF,OFF,ON,Closed
6613,44,6,OFF,OFF,ON,Closed
6614,45,6,OFF,OFF,ON,Closed
6615,46,6,OFF,OFF,ON,Closed
6616,47,5,OFF,OFF,ON,Closed
6617,46,5,OFF,OFF,ON,Closed
6618,45,5,OFF,OFF,ON,Closed
6619,46,6,OFF,OFF,ON,Closed
6620,45,7,OFF,OFF,ON,Closed
6621,46,8,OFF,OFF,ON,Closed
6622,47,8,OFF,OFF,ON,Closed
6623,47,8,OFF,OFF,ON,Closed
6624,47,9,OFF,OFF,ON,Closed
6625,48,8,OFF,OFF,ON,Closed
6626,47,9,OFF,OFF,ON,Closed
6627,47,8,OFF,OFF,ON,Closed
6628,47,7,OFF,OFF,ON,Closed
6629,47,7,OFF,OFF,ON,Closed
6630,47,8,OFF,OFF,ON,Closed
6631,48,7,OFF,OFF,ON,Closed
6632,49,8,OFF,OFF,ON,Closed
6633,48,8,OFF,OFF,ON,Closed
6634,47,8,OFF,OFF,ON,Closed
6635,48,9,OFF,OFF,ON,Closed
6636,48,8,OFF,OFF,ON,Closed
6637,49,7,OFF,OFF,ON,Closed
6638,50,7,OFF,OFF,ON,Closed
6639,51,8,OFF,OFF,ON,Closed
6640,51,8,OFF,OFF,ON,Closed
6641,50,9,OFF,OFF,ON,Closed
6642,50,8,OFF,OFF,ON,Closed
6643,50,7,OFF,OFF,ON,Closed
6644,49,6,OFF,OFF,ON,Closed
6645,49,6,OFF,OFF,ON,Closed
6646,48,7,OFF,OFF,ON,Closed
6647,47,8,OFF,OFF,ON,Closed
6648,47,8,OFF,OFF,ON,Closed
6649,46,7,OFF,OFF,ON,Closed
6650,45,6,OFF,OFF,ON,Closed
6651,45,6,OFF,OFF,ON,Closed
6652,44,6,OFF,OFF,ON,Closed
6653,45,7,OFF,OFF,ON,Closed
6654,44,7,OFF,OFF,ON,Closed
6655,45,6,OFF,OFF,ON,Closed
6656,46,5,OFF,OFF,ON,Closed
6657,47,4,OFF,OFF,ON,Closed
6658,46,4,OFF,OFF,ON,Closed
6659,46,3,OFF,OFF,ON,Closed
6660,45,3,OFF,OFF,ON,Closed
6661,44,3,OFF,OFF,ON,Closed
6662,44,2,OFF,OFF,ON,Closed
6663,45,2,OFF,OFF,ON,Closed
6664,44,3,OFF,OFF,ON,Closed
6665,45,3,OFF,OFF,ON,Closed
6666,46,3,OFF,OFF,ON,Closed
6667,46,4,OFF,OFF,ON,Closed
6668,47,4,OFF,OFF,ON,Closed
6669,46,3,OFF,OFF,ON,Closed
6670,47,3,OFF,OFF,ON,Closed
6671,47,2,ON,ON,ON,Closed
6672,48,3,ON,ON,ON,Closed
6673,49,4,ON,ON,ON,Closed
6674,50,4,ON,ON,ON,Closed
6675,50,4,ON,ON,ON,Closed
6676,50,5,ON,ON,ON,Closed
6677,49,6,ON,ON,ON,Closed
6678,50,7,ON,ON,ON,Closed
6679,51,7,ON,ON,ON,Closed
6680,51,6,ON,ON,ON,Closed
6681,52,7,ON,ON,ON,Closed
6682,52,6,ON,ON,ON,Closed
6683,53,7,ON,ON,ON,Closed
6684,53,6,OFF,OFF,ON,Closed
6685,54,6,OFF,OFF,ON,Closed
6686,53,6,OFF,OFF,ON,Closed
6687,53,7,OFF,OFF,ON,Closed
6688,54,7,OFF,OFF,ON,Closed
6689,55,8,OFF,OFF,ON,Closed
6690,56,7,ON,OFF,ON,Closed
6691,55,8,ON,OFF,ON,Closed
6692,55,9,ON,OFF,ON,Closed
6693,55,8,OFF,OFF,ON,Closed
6694,54,7,OFF,OFF,ON,Closed
6695,55,7,OFF,OFF,ON,Closed
6696,56,6,OFF,OFF,ON,Closed
6697,55,6,OFF,OFF,ON,Closed
6698,56,6,OFF,OFF,ON,Closed
6699,55,5,OFF,OFF,ON,Closed
6700,55,6,OFF,OFF,ON,Closed
6701,55,6,OFF,OFF,ON,Closed
6702,55,6,OFF,OFF,ON,Closed
6703,55,7,OFF,OFF,ON,Closed
6704,55,6,OFF,OFF,ON,Closed
6705,55,6,OFF,OFF,ON,Closed
6706,54,6,OFF,OFF,ON,Closed
6707,54,5,OFF,OFF,ON,Closed
6708,53,6,OFF,OFF,ON,Closed
6709,54,7,OFF,OFF,ON,Closed
6710,55,7,OFF,OFF,ON,Closed
6711,54,7,OFF,OFF,ON,Closed
6712,54,8,OFF,OFF,ON,Closed
6713,54,9,OFF,OFF,ON,Closed
6714,53,8,OFF,OFF,ON,Closed
6715,52,7,OFF,OFF,ON,Closed
6716,51,8,OFF,OFF,ON,Closed
6717,52,9,OFF,OFF,ON,Closed
6718,52,10,OFF,OFF,ON,Closed
6719,53,10,OFF,OFF,ON,Closed
6720,52,9,OFF,OFF,ON,Closed
6721,53,8,OFF,OFF,ON,Closed
6722,53,7,OFF,OFF,ON,Closed
6723,53,6,OFF,OFF,ON,Closed
6724,52,5,OFF,OFF,ON,Closed
6725,53,4,OFF,OFF,ON,Closed
6726,53,3,OFF,OFF,ON,Closed
6727,53,3,OFF,OFF,ON,Closed
6728,52,2,OFF,OFF,ON,Closed
6729,52,3,OFF,OFF,ON,Closed
6730,51,3,OFF,OFF,ON,Closed
6731,50,4,OFF,OFF,ON,Closed
6732,50,4,OFF,OFF,ON,Closed
6733,49,5,OFF,OFF,ON,Closed
6734,48,5,OFF,OFF,ON,Closed
6735,49,6,OFF,OFF,ON,Closed
6736,49,5,OFF,OFF,ON,Closed
6737,49,6,ON,ON,ON,Closed
6738,49,5,ON,ON,ON,Closed
6739,48,5,ON,ON,ON,Closed
6740,48,6,OFF,ON,ON,Closed
6741,48,5,OFF,ON,ON,Closed
6742,48,4,OFF,ON,ON,Closed
6743,47,3,OFF,ON,ON,Closed
6744,48,4,OFF,ON,ON,Closed
6745,48,3,OFF,ON,ON,Closed
6746,48,3,OFF,ON,ON,Closed
6747,49,2,OFF,ON,ON,Closed
6748,49,2,OFF,ON,ON,Closed
6749,49,2,OFF,ON,ON,Closed
6750,50,3,OFF,ON,ON,Closed
6751,49,4,OFF,ON,ON,Closed
6752,48,3,OFF,ON,ON,Closed
6753,49,3,OFF,ON,ON,Closed
6754,50,2,OFF,ON,ON,Closed
6755,49,2,OFF,ON,ON,Closed
6756,48,3,OFF,ON,ON,Closed
6757,49,4,OFF,ON,ON,Closed
6758,49,4,OFF,ON,ON,Closed
6759,48,3,OFF,ON,ON,Closed
6760,49,2,OFF,ON,ON,Closed
6761,49,3,OFF,ON,ON,Closed
6762,50,3,OFF,ON,ON,Closed
6763,49,2,OFF,ON,ON,Closed
6764,48,2,OFF,ON,ON,Closed
6765,49,2,OFF,ON,ON,Closed
6766,50,3,OFF,ON,ON,Closed
6767,50,4,OFF,ON,ON,Closed
6768,51,4,OFF,ON,ON,Closed
6769,51,5,OFF,ON,ON,Closed
6770,51,5,OFF,ON,ON,Closed
6771,51,4,OFF,ON,ON,Closed
6772,51,3,OFF,ON,ON,Closed
6773,50,4,OFF,ON,ON,Closed
6774,49,3,OFF,ON,ON,Closed
6775,48,4,OFF,ON,ON,Closed
6776,48,3,OFF,ON,ON,Closed
6777,48,3,OFF,ON,ON,Closed
6778,49,4,OFF,ON,ON,Closed
6779,49,5,OFF,ON,ON,Closed
6780,49,5,OFF,ON,ON,Closed
6781,49,4,OFF,ON,ON,Closed
6782,50,5,OFF,ON,ON,Closed
6783,51,5,OFF,ON,ON,Closed
6784,51,4,OFF,ON,ON,Closed
6785,52,4,OFF,ON,ON,Closed
6786,52,4,OFF,ON,ON,Closed
6787,53,3,ON,ON,ON,Closed
6788,53,4,ON,ON,ON,Closed
6789,54,4,ON,ON,ON,Closed
6790,53,4,ON,ON,ON,Closed
6791,53,3,ON,ON,ON,Closed
6792,52,2,ON,ON,ON,Closed
6793,52,3,ON,ON,ON,Closed
6794,53,3,ON,ON,ON,Closed
6795,53,2,ON,ON,ON,Closed
6796,53,3,ON,ON,ON,Closed
6797,53,3,ON,ON,ON,Closed
6798,52,4,ON,ON,ON,Closed
6799,52,4,ON,ON,ON,Closed
6800,52,5,ON,ON,ON,Closed
6801,51,6,ON,ON,ON,Closed
6802,52,5,ON,ON,ON,Closed
6803,52,4,ON,ON,ON,Closed
6804,51,4,ON,ON,ON,Closed
6805,51,4,ON,ON,ON,Closed
6806,52,3,ON,ON,ON,Closed
6807,53,4,ON,ON,ON,Closed
6808,53,3,ON,ON,ON,Closed
6809,52,3,ON,ON,ON,Closed
6810,52,3,ON,ON,ON,Closed
6811,52,2,ON,ON,ON,Closed
6812,51,2,ON,ON,ON,Closed
6813,50,3,OFF,ON,ON,Closed
6814,50,3,OFF,ON,ON,Closed
6815,51,2,OFF,ON,ON,Closed
6816,51,2,OFF,ON,ON,Closed
6817,51,2,OFF,ON,ON,Closed
6818,52,2,OFF,ON,ON,Closed
6819,53,3,OFF,ON,ON,Closed
6820,52,3,OFF,ON,ON,Closed
6821,51,4,OFF,ON,ON,Closed
6822,50,4,OFF,ON,ON,Closed
6823,49,3,OFF,ON,ON,Closed
6824,50,2,OFF,ON,ON,Closed
6825,51,3,OFF,ON,ON,Closed
6826,51,2,OFF,ON,ON,Closed
6827,50,3,OFF,ON,ON,Closed
6828,49,3,OFF,ON,ON,Closed
6829,48,4,OFF,ON,ON,Closed
6830,48,5,OFF,ON,ON,Closed
6831,47,5,OFF,ON,ON,Closed
6832,46,6,OFF,ON,ON,Closed
6833,47,6,OFF,ON,ON,Closed
6834,47,5,OFF,ON,ON,Closed
6835,47,4,OFF,ON,ON,Closed
6836,46,5,OFF,ON,ON,Closed
6837,46,6,OFF,ON,ON,Closed
6838,45,6,OFF,ON,ON,Closed
6839,44,6,OFF,ON,ON,Closed
6840,44,7,OFF,ON,ON,Closed
6841,45,8,OFF,ON,ON,Closed
